index,d__Bacteria;__,d__Bacteria;p__Firmicutes,d__Archaea;p__Crenarchaeota,d__Bacteria;p__Chloroflexi,d__Bacteria;p__Actinobacteriota,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Methylomirabilota,d__Bacteria;p__Acidobacteriota,d__Bacteria;p__Gemmatimonadota,d__Bacteria;p__Verrucomicrobiota,d__Bacteria;p__Bacteroidota,d__Bacteria;p__Nitrospirota,d__Bacteria;p__Myxococcota,d__Bacteria;p__Planctomycetota,d__Bacteria;p__Deinococcota,d__Bacteria;p__Patescibacteria,d__Bacteria;p__Cyanobacteria,d__Bacteria;p__Latescibacterota,d__Bacteria;p__Halanaerobiaeota,d__Bacteria;p__Bdellovibrionota,d__Archaea;p__Thermoplasmatota,d__Bacteria;p__RCP2-54,d__Bacteria;p__Armatimonadota,d__Archaea;p__Halobacterota,d__Bacteria;p__Desulfobacterota,d__Bacteria;p__MBNT15,d__Bacteria;p__NB1-j,d__Bacteria;p__GAL15,Unassigned;__,d__Bacteria;p__FCPU426,d__Bacteria;p__Abditibacteriota,d__Bacteria;p__Elusimicrobiota,d__Bacteria;p__Zixibacteria,d__Bacteria;p__Entotheonellaeota,d__Bacteria;p__WPS-2,d__Bacteria;p__Dadabacteria,d__Bacteria;p__WS2,d__Bacteria;p__Nitrospinota,d__Archaea;p__Aenigmarchaeota,d__Archaea;__,d__Eukaryota;p__Mucoromycota,d__Archaea;p__Euryarchaeota,d__Bacteria;p__Sumerlaeota,d__Bacteria;p__Fibrobacterota,d__Bacteria;p__Spirochaetota,d__Archaea;p__Nanoarchaeota,d__Bacteria;p__Dependentiae,d__Eukaryota;p__Chlorophyta,d__Bacteria;p__Hydrogenedentes,d__Eukaryota;p__Peronosporomycetes,d__Eukaryota;p__Holozoa,d__Archaea;p__Micrarchaeota,d__Eukaryota;__,d__Bacteria;p__Sva0485,d__Bacteria;p__Caldatribacteriota,d__Eukaryota;p__Cnidaria,d__Bacteria;p__Deferrisomatota,d__Bacteria;p__Campylobacterota,d__Eukaryota;p__SAR,d__Eukaryota;p__Ochrophyta,d__Eukaryota;p__Nematozoa,d__Bacteria;p__WS1,d__Bacteria;p__TX1A-33,d__Eukaryota;p__Ascomycota,d__Bacteria;p__Margulisbacteria,d__Bacteria;p__WOR-1,d__Bacteria;p__WS4,d__Eukaryota;p__Bicosoecida,d__Eukaryota;p__Zoopagomycota,d__Eukaryota;p__Ciliophora,d__Bacteria;p__DTB120,d__Eukaryota;p__MAST-12,d__Eukaryota;p__Amoebozoa,d__Archaea;p__Asgardarchaeota,d__Eukaryota;p__Diatomea,d__Eukaryota;p__Heterolobosea,d__Bacteria;p__TA06,d__Eukaryota;p__Cryptomycota,d__Bacteria;p__Cloacimonadota
S_0001,1124,99,242,321,490,578,22,444,278,55,88,27,103,220,0,22,3,32,0,11,11,0,19,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0002,1047,95,185,256,426,516,29,359,246,50,39,30,108,165,0,2,6,26,0,4,7,6,24,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0003,1252,127,184,363,481,709,40,441,272,66,81,49,124,239,0,4,4,36,0,0,29,4,11,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0004,942,108,126,231,371,475,26,338,200,47,39,28,46,163,0,7,0,33,0,0,18,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0005,1669,176,259,446,661,819,43,581,400,83,88,54,153,300,0,20,6,50,0,0,37,7,28,0,2,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0006,1364,127,211,361,458,609,44,441,295,52,115,44,131,203,0,18,0,61,0,0,29,0,9,0,12,0,2,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0007,908,138,196,469,495,676,18,411,272,48,70,30,92,217,0,8,0,29,0,10,21,4,30,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0008,1283,219,415,652,880,1109,53,764,456,126,151,61,183,433,0,38,16,50,0,2,32,8,41,0,13,0,2,0,0,10,0,20,0,0,0,0,0,0,3,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0009,683,104,83,196,263,354,22,256,136,38,55,16,38,100,0,0,0,16,0,0,6,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0010,935,106,174,272,376,544,26,419,240,62,71,23,78,188,0,2,11,25,0,2,11,0,17,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0011,1033,122,147,260,403,523,47,374,234,51,68,31,83,173,0,14,6,38,0,0,5,0,15,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0012,1295,166,213,315,513,708,50,559,313,80,80,53,81,279,0,14,11,59,0,0,11,4,14,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0013,1328,202,253,413,540,822,41,549,291,69,104,41,100,268,0,17,10,64,0,0,23,3,28,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0014,1119,120,173,371,454,696,75,520,251,87,127,29,127,299,0,4,11,56,0,0,13,0,14,0,19,0,3,0,2,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0015,1384,150,245,432,469,620,33,430,234,119,100,31,100,257,0,19,0,25,0,9,29,6,23,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0016,1338,144,206,344,526,720,29,434,209,68,72,41,75,220,0,24,9,31,0,3,18,6,17,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0017,407,48,120,320,548,599,78,418,147,14,58,13,70,131,4,7,0,28,0,0,4,0,6,3,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0018,272,50,112,347,534,576,101,399,131,14,71,11,105,137,3,0,0,35,0,3,6,0,0,11,0,0,4,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0019,537,100,179,455,651,752,60,418,171,32,194,31,131,156,9,4,2,43,0,6,9,0,3,34,2,0,10,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0020,623,42,162,321,467,572,76,376,176,22,55,17,69,169,0,7,5,35,0,0,5,0,14,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0021,836,38,177,438,595,748,71,533,182,48,77,26,85,210,4,31,2,23,0,16,18,0,9,10,4,0,6,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0022,642,43,149,336,496,634,73,423,152,34,55,26,108,173,0,5,0,29,4,5,15,0,14,3,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0023,472,37,173,373,578,711,78,506,132,46,132,22,97,217,0,25,10,47,0,10,13,0,4,8,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0024,1762,95,293,708,1051,1210,126,719,285,101,154,43,143,323,4,42,14,60,0,17,12,0,9,7,0,0,13,2,0,0,0,0,0,15,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0026,311,16,100,893,485,850,29,348,176,76,475,6,261,247,33,19,4,15,0,7,0,0,5,10,5,0,7,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0027,259,18,67,989,565,942,35,344,143,67,542,6,211,202,41,4,2,14,0,8,0,0,15,7,3,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0028,280,11,98,194,324,395,35,308,107,48,41,24,81,122,0,0,27,25,0,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0029,823,12,238,407,651,730,91,577,236,127,66,35,144,213,0,19,39,31,0,2,34,0,42,0,4,0,0,23,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0030,460,44,125,383,579,649,86,480,185,37,71,20,115,212,0,22,4,39,2,7,10,0,19,4,0,0,10,7,0,0,0,2,0,7,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0031,541,91,219,491,635,903,87,467,185,37,243,13,176,249,4,11,3,47,7,8,13,0,11,30,0,8,15,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0032,917,45,232,545,761,1003,129,676,236,55,228,26,166,308,6,35,12,58,0,18,2,0,21,25,0,0,18,20,4,6,0,0,0,0,0,0,0,0,3,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0033,408,124,179,395,674,833,63,487,231,99,195,33,86,268,0,42,15,27,0,20,10,0,27,0,7,8,3,6,2,0,0,3,0,0,0,0,0,0,5,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0035,346,29,74,594,345,766,38,393,140,50,265,9,132,215,9,29,2,14,0,0,0,0,6,3,10,0,12,0,0,4,0,0,0,5,0,0,6,0,0,0,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0037,972,21,305,442,732,907,65,607,287,148,49,41,115,200,0,4,33,35,0,7,23,0,28,0,0,0,0,19,0,0,0,4,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0038,430,77,254,496,797,1257,90,592,183,115,375,33,189,457,0,13,21,36,0,27,14,0,38,0,0,2,4,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0039,448,81,177,422,697,1041,59,427,183,106,263,29,148,343,0,0,35,30,0,21,5,0,20,0,5,0,6,11,2,0,0,0,5,0,0,0,0,0,11,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0040,432,72,188,424,898,1027,70,479,235,91,185,34,100,284,3,13,43,38,0,7,11,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0041,540,174,435,770,672,899,39,536,296,97,86,22,148,436,0,2,3,42,0,10,11,8,49,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0042,1131,74,386,828,1107,1644,103,985,358,188,301,39,300,428,0,11,43,66,0,16,115,0,46,0,17,0,9,4,0,0,0,14,0,0,0,0,6,0,3,34,0,0,0,5,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0043,865,53,185,383,576,792,61,470,168,103,125,35,128,144,0,3,13,36,0,6,51,0,34,2,2,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0044,579,43,171,394,503,748,45,509,181,71,107,23,128,183,0,0,13,40,0,3,40,0,27,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,21,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0045,768,64,233,426,527,887,50,573,188,93,130,34,145,216,2,13,11,15,0,9,84,0,20,4,9,0,7,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0046,683,94,274,591,731,1101,101,593,273,132,234,54,156,422,0,27,22,22,0,8,16,0,37,0,30,0,6,7,0,0,0,0,5,6,0,0,0,0,7,7,0,0,0,0,0,17,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0047,709,75,217,431,659,946,48,459,203,98,258,41,131,310,0,29,11,14,0,17,7,0,27,0,0,0,8,0,2,0,0,0,9,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0048,665,279,244,598,823,1379,91,577,310,125,298,46,162,397,0,41,16,40,0,31,5,0,33,0,9,0,3,9,5,0,0,7,3,5,0,0,5,0,5,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0049,787,185,273,392,665,912,53,515,390,87,106,47,178,376,0,3,11,49,0,7,44,0,35,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0050,624,153,250,379,547,836,62,510,383,96,85,41,134,303,0,9,6,55,0,0,42,7,28,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0051,453,83,109,229,398,575,42,362,231,35,61,37,101,168,0,2,2,54,0,9,0,0,6,0,11,0,3,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0052,965,138,344,558,782,981,46,572,396,129,98,31,169,402,0,9,9,59,0,0,32,8,20,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0053,698,111,154,231,424,599,38,412,272,59,60,26,74,193,0,10,4,23,0,6,10,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0054,348,73,212,316,331,454,16,254,160,21,36,15,42,137,0,0,2,27,0,7,3,6,21,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0055,497,152,339,570,546,751,19,439,200,76,97,27,101,342,0,0,2,44,0,9,6,7,16,0,0,0,0,3,0,15,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0056,792,173,400,649,674,945,28,632,305,129,158,54,125,459,0,0,7,40,0,11,8,0,45,0,0,0,0,0,0,10,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0057,1346,131,331,373,557,868,26,513,322,100,146,58,126,312,0,18,19,17,0,16,29,0,19,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0058,970,73,182,221,387,512,25,292,227,46,65,35,66,136,0,0,0,41,0,8,6,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0059,1212,184,217,291,516,743,43,454,261,85,109,76,96,276,0,12,11,37,0,15,11,0,17,0,19,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0060,1019,149,282,429,529,675,24,316,237,94,102,45,122,268,0,20,2,25,0,0,25,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0061,1502,90,226,255,447,533,24,332,253,51,57,39,58,172,0,7,2,17,0,0,13,0,10,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0062,1173,138,298,501,685,838,51,592,345,106,101,44,189,359,0,10,7,43,0,12,14,4,32,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0063,2099,138,226,392,581,705,29,441,264,88,82,31,102,264,0,17,5,23,0,0,16,5,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0064,1180,177,265,464,698,793,43,594,352,77,126,51,155,369,0,7,5,61,0,19,51,7,22,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0065,909,62,310,608,574,920,45,799,231,129,302,40,177,337,0,36,20,61,0,14,11,0,34,0,38,0,0,0,0,5,0,8,2,9,0,0,0,0,2,10,0,0,2,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0066,418,133,313,720,819,1034,41,683,291,108,264,25,138,338,0,17,14,32,0,16,0,0,22,0,27,0,0,5,0,0,0,5,0,7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0067,482,63,147,436,516,632,49,466,153,79,116,18,113,187,0,2,17,32,0,13,4,0,15,0,20,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0068,573,124,308,592,680,788,43,557,237,86,171,22,132,262,0,7,2,47,0,3,15,0,28,0,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0069,325,28,126,401,465,604,51,477,152,51,87,13,72,148,0,0,6,35,0,11,0,0,32,0,30,0,9,0,0,0,0,0,0,5,0,0,3,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0070,1148,157,305,368,516,629,32,466,272,100,114,37,126,247,0,14,4,44,0,0,9,0,26,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0072,1127,157,231,331,497,764,48,418,294,75,140,83,86,300,0,17,11,54,0,11,22,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,9,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0073,915,33,142,411,760,828,120,659,208,81,117,34,137,255,0,26,25,60,0,4,33,0,14,0,12,0,12,25,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0074,572,36,206,410,727,873,106,568,218,55,123,40,144,200,0,26,5,58,0,17,2,0,14,3,0,0,14,8,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0075,605,59,215,482,696,927,144,639,248,67,122,46,147,257,0,13,7,75,0,30,10,0,6,7,4,14,19,20,3,0,0,0,2,6,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0076,470,28,135,231,448,611,78,365,125,37,97,27,69,154,0,11,3,39,0,4,8,0,8,0,0,13,17,15,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0077,802,39,154,372,542,703,48,466,193,23,111,17,107,182,3,36,7,27,0,0,0,0,7,0,2,0,5,13,0,0,0,0,0,5,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0078,541,84,220,458,610,1027,45,520,180,74,304,18,129,211,0,5,10,38,0,48,7,0,16,0,14,0,3,0,2,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0079,499,29,110,219,361,502,20,311,94,38,124,26,42,104,0,0,4,17,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0080,626,90,272,496,625,817,35,492,230,89,160,22,93,227,0,0,2,36,0,0,14,0,26,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_0081,1315,35,167,365,725,935,149,702,209,46,86,37,92,220,4,13,27,30,0,7,15,0,17,0,7,0,9,45,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
